securities_trader_id,securities_trader,date,address,phone
9665,富邦-桃園,1997-06-25,桃園市桃園區中正路1066號3樓,03-3381668
9666,富邦-南屯,1997-12-20,台中市五權西路2段668號之1部份,04-23801168
9667,富邦-台南,1996-12-26,台南市民生路2段279號2樓之1,06-2265000
966F,富邦-左營,2001-07-20,高雄市左營區博愛二路418之1 號(1樓及2樓),07-5570123
9672,富邦-員林,2000-09-11,彰化縣員林鎮莒光路五九八號,04-8343100
9676,富邦-仁愛,1999-12-18,台北市仁愛路4段376號3樓及10樓,02-27542866
9677,富邦-三重,2000-02-22,新北市三重區正義北路279號地下1層樓,02-89818189
9686,富邦-宜蘭,2000-09-11,宜蘭縣宜蘭市中山路三段152號2樓(部分),03-9369300
9692,富邦-嘉義,2000-09-11,嘉義市林森西路320號,05-2236556
9693,富邦-新營,2000-09-11,台南縣新營市民治路301號3樓及1樓（部份）、2樓（部份）,06-6571000
9697,富邦-虎尾,2000-09-11,雲林縣虎尾鎮德興里1鄰公安路133號2、3樓,05-6336611
969C,富邦-北港,2000-09-11,雲林縣北港鎮西勢里文化路40號2樓(部分),05-7831888
9800,元大,2007-09-26,臺北市中山區南京東路3段219號10樓部分、11樓及臺北市中山區南京東路2段77號7樓,02-27177777
9801,元大-城東,2007-09-26,臺北市中山區南京東路2段79號2樓部分,02-25010655
980a,元大-承德,2007-09-26,台北市大同區承德路3段210號2樓、2樓之2,02-25975888
980C,元大- 斗六,2007-09-26,雲林縣斗六市中山路82號6樓,05-5353456
980D,元大-北府,2007-09-26,臺南市北區西門路3段157號2樓,06-2353366
980d,元大-沙鹿,2007-09-26,台中市沙鹿區沙田路131號5樓,04-26623311
980e,元大-清水,2007-09-26,臺中市清水區中山路170號5樓,04-26238585
980h,元大-台北,2007-09-26,台北市重慶南路1段86號6樓,02-23830968
980K,元大-竹科,2007-09-26,新竹市光復路1段267號3、4樓,03-5679988
980l,元大-虎尾,2007-09-26,雲林縣虎尾鎮和平路1號3樓,05-6313000
980Q,元大-南崁,2010-02-08,桃園市蘆竹區中正路311號3樓,03-3527777
980R,元大-南海,2007-09-26,臺北市中正區南海路1號4樓,02-23975399
980u,元大-府城,2007-09-26,臺南市中西區民生路1段165號3樓、5樓、5樓之1,06-2206678
980w,元大-西屯,2007-09-26,台中市西屯區西屯路2段256巷6號3樓之1,04-27067171
9812,元大-台中,2007-09-26,台中市中區自由路2段8號3樓之1,04-22218777
9813,元大-八德,2007-09-26,台北市八德路3段32號3樓,02-25786666
9814,元大-大益,2007-09-26,臺南市南區健康路2段176號、176號2樓,06-2611151
9815,元大-大灣,2007-09-26,臺南市永康區永大路2段179之3號2樓,06-2717766
9816,元大-新竹,2007-09-26,新竹市民生路276號2樓,03-5456000
9817,元大-東泰,2007-09-26,高雄市三民區九如一路73號2樓,07-3903333
981a,元大-歸仁,2007-09-26,台南市歸仁區中山路2段29號3樓,06-3305888
981A,元大-鶯歌,2007-09-26,新北市鶯歌區國慶街22號,02-26776611
981B,元大-竹北,2007-09-26,新竹縣竹北市光明六路85號3樓,03-5536000
981C,元大-路竹,2007-09-26,高雄市路竹區竹南里國昌路66號,07-6977456
981D,元大-南投,2007-09-26,南投縣南投市中山街202號4樓之2、之3、之5,049-2232111
981e,元大-佳里,2007-09-26,台南市佳里區和平街83號7樓,06-7232888
981E,元大-發財,2007-09-26,新北市新莊區中華路2段5號4樓,02-29971166
981F,元大-福營,2007-09-26,新北市新莊區龍安路284號1樓及278巷3號2樓,02-22010011
981g,元大-大里,2007-09-26,台中市大里區國光路2段259號2樓,04-24066598
981G,元大-彰化,2007-09-26,彰化縣彰化市華山路37號3樓,04-7257001
981h,元大-屏東民生,2007-09-26,屏東縣屏東市民生路287號5樓,08-7323789
981I,元大-天母,2007-09-26,臺北市士林區天母西路26之1號,02-28722345
981i,元大-西螺,2007-09-26,雲林縣西螺鎮延平路190、192號1、2樓,05-5870123
981j,元大-士林,2007-09-26,台北市文林路342號2樓,02-28830202
981K,元大-林園,2007-09-26,高雄市林園區鳳林路1段1號2樓,07-6433001
981L,元大-莒光,2007-09-26,高雄市楠梓區新昌街51號地下室、1、2樓,07-3651356
981m,元大-前金,2007-09-26,高雄市前金區中正四路143號4樓之1、4樓之2、5樓、8樓之1,07-2152888
981M,元大-苗栗,2007-09-26,苗栗縣苗栗市中正路462號4樓之1,037-333611
981n,元大-旗山,2007-09-26,高雄市旗山區中山路102號2樓,07-6625578
981N,元大-金門,2007-09-26,金門縣金城鎮民權路188號,082-372367
981p,元大-松山,2007-09-26,台北市松山區南京東路5段92號2樓,02-27535888
981Q,元大-太平,2007-09-26,臺中市太平區中興東路62號3、4樓,04-22768859
981q,元大-萬華,2007-09-26,台北市萬華區西園路1段200號地下1樓,02-23363588
981r,元大-屏南,2007-09-26,屏東縣屏東市濟南街10號,08-7361777
981R,元大-竹山,2007-09-26,南投縣竹山鎮集山路3段919號2樓、橫街93號3樓,049-2652633
981S,元大-崇德,2007-09-26,臺中市北屯區崇德路2段46之2號、46之3號,04-22333398
981U,元大-華山,2007-09-26,台北市忠孝東路1段85號3樓,02-23223388
981V,元大-民雄,2007-09-26,嘉義縣民雄鄉保生街212號,05-2268899
981X,元大-新生,2007-09-26,台北市中正區新生南路1段148號4樓,02-23959988
981y,元大-善化,2007-09-26,台南市善化區大成路281號,06-5830888
981z,元大-大統,2007-09-26,新竹市林森路196號2樓之3,03-5226166
981Z,元大-潮州,2007-09-26,屏東縣潮州鎮延平路206號,08-7891678
9822,元大-土城學府,2007-09-26,新北市土城區學府路1段25號1樓及地下1樓,02-22635000
9824,元大-向上,2007-09-26,臺中市西區美村路一段272號2樓,04-23028588
9825,元大-新營,2007-09-26,台南市新營區中山路117號2樓,06-6351600
9829,元大-永康,2007-09-26,臺南市永康區小東路511號3樓,06-2215888
982A,元大-羅東,2007-09-26,宜蘭縣羅東鎮中正北路32號,03-9532888
982B,元大-博愛,2007-09-26,高雄市左營區明誠二路359號部分、3樓、4樓部分,07-5571133
982C,元大-六合,2007-09-26,高雄市新興區民族二路97號4樓,07-2364788
982F,元大-忠孝鼎富,2012-11-12,台北市大安區忠孝東路4段300號7樓,02-87739666
9831,元大-四維,2007-09-26,高雄市苓雅區四維四路3號3樓之1、2、3,07-3306666
9833,元大-敦化,2007-09-26,台北市敦化南路2段71號12樓,02-27541566
9834,元大-中壢,2007-09-26,桃園市中壢區中央東路7號3、4樓,03-4227188
9835,元大-員林中山,2007-09-26,彰化縣員林鎮中山南路27號3樓,04-8358131
9837,元大-北港,2007-09-26,雲林縣北港鎮文化路40號4樓,05-7838222
9838,元大-豐原,2007-09-26,臺中市豐原區圓環西路23號地下1樓,04-25252511
983B,元大-林森,2007-09-26,台南市林森路2段90號地下1樓,06-2745088
983f,元大-竹東,2007-09-26,新竹縣竹東鎮大林路121號,03-5952166
983G,元大-上新莊,2007-09-26,新北市新莊區思源路173號2樓,02-89911188
983i,元大-大雅,2007-09-26,台中市大雅區大雅里民興街39號3樓,04-25608888
983j,元大-仁愛,2007-09-26,臺北市大安區復興南路1段237號2樓,02-27067777
983K,元大-學甲,2007-09-26,台南市學甲區華宗路295號,06-7838989
983M,元大-木柵,2007-09-26,台北市木柵路3段96號3樓之2,02-86619168
983N,元大-大安,2007-09-26,台北市和平東路2段347號3樓,02-27541866
983U,元大-頭份,2007-09-26,苗栗縣頭份市和平路79號2樓,037-683168
983V,元大-竹南,2007-09-26,苗栗縣竹南鎮博愛街29號4樓,03-7477890
983W,元大-大里德芳,2007-09-26,臺中市大里區德芳路一段63號2樓,04-24833000
983Z,元大-鳳山,2007-09-26,高雄市鳳山區五甲二路642號2樓,07-8133066
9846,元大-大直,2022-09-01,臺北市中山區樂群三路56號6樓之2,(02)25339955
984C,元大-新店中正,2007-09-26,新北市新店區中正路225之1號2樓、225號3樓,02-29155588
984E,元大-南勢角,2007-09-26,新北市中和區景新街347號6樓之1,02-86689955
984H,元大-景美,2007-09-26,台北市文山區景文街1號2樓之1,02-86638886
984K,元大-館前,2007-09-26,臺北市中正區開封街1段2號3樓,02-23113030
9852,元大-永春,2012-04-02,台北市忠孝東路5段410號3樓、3樓之1、412號3樓之2,02-87805277
9853,元大-南屯,2012-04-02,台中市南屯區向上路1段580號1、2樓,04-23269999
9854,元大-文心興安,2012-04-02,台中市北屯區文心路4段934之1號2樓,04-22339983
9856,元大-花蓮,2012-04-02,花蓮縣花蓮市國聯五路5之5號5樓,03-8357588
9857,元大-蘆洲,2012-04-02,新北市蘆洲區中山一路10號2樓,02-22886699
9858,元大-龍潭,2012-04-02,桃園市龍潭區神龍路39號,03-4808699
9859,元大-新竹經國,2012-04-02,新竹市經國路2段100號3樓,03-5359888
985C,元大-鳳中,2012-04-02,高雄市鳳山區自由路229號3樓,07-7199889
985F,元大-岡山,2023-09-20,高雄市岡山區中山南路517號1、2樓,(07)622-9888
9862,元大-南京,2012-04-02,台北市南京東路3段219號2樓,02-27188888
9863,元大-和平,2012-04-02,台北市和平東路1段214號2樓、214號2樓之1、214號2樓之2、216號2樓、216號2樓之1及216號2樓之2,02-23687733
9867,元大-北成功,2012-04-02,台北市民權東路6段160號2樓之1,02-27928288
9868,元大-文心,2012-04-02,台中市西屯區文心路3段337號3樓,04-22932233
9869,元大-新盛,2012-04-02,新北市新莊區公園一路141號,02-29969966
986K,元大-基隆孝二,2012-04-02,基隆市仁愛區孝二路86之5號,02-24202626
9871,元大-忠孝,2012-04-02,臺北市大安區忠孝東路4段300號3樓,02-27766288
9872,元大-復北,2012-04-02,台北市復興北路420號3樓,02-25095998
9873,元大-西門,2012-04-02,台北市中正區寶慶路69號3樓,02-23893388
9874,元大-雙和,2012-04-02,新北市中和區中和路232號2樓,02-22483388
9875,元大-土城永寧,2012-04-02,新北市土城區員福街8號1樓、8號2樓、10號1樓、10號2樓,02-22709191
9878,元大-金華,2012-04-02,臺南市中西區金華路3段230號2樓之1,06-2207999
9879,元大-板橋三民,2012-04-02,新北市板橋區三民路2段40號2樓,02-29588887
987A,元大-楊梅,2012-04-02,桃園市楊梅區新成路125號2樓,03-4882688
9884,元大-斗信,2012-04-02,雲林縣斗六市文化路29號3樓,05-5362088
9888,元大-鑫永和,2012-04-02,新北市永和區永和路2段2號、8號2樓,02-82311333
9889,元大-員林,2012-04-02,彰化縣員林鎮大同路2段283號2樓,04-8341188
988B,元大-桃園,2012-04-02,桃園市桃園區中正路1223號2樓,03-3268777
988C,元大-三重,2012-04-02,新北市三重區重新路3段111號2樓,02-89857788
988V,元大-長庚,2019-07-29,桃園市龜山區文化二路38-6號2樓及2樓之1,(03)397-8787
9891,元大-永和,2007-09-26,新北市永和區福和路139號3樓,02-29201234
9892,元大-屏東,2007-09-26,屏東縣屏東市廣東路690號2樓之1、3樓,08-7385555
9893,元大-大天母,2007-09-26,台北市中山北路6段126號4樓,02-28312888
9894,元大-桃興,2007-09-26,桃園市桃園區復興路96號2樓,03-3327700
9896,元大-台南,2007-09-26,台南市長榮路1段203號5樓,06-2741866
9897,元大-土城,2007-09-26,新北市土城區中央路1段255號2樓,02-22708369
9898,元大-新莊,2007-09-26,新北市新莊區新泰路246號2樓,02-29977123
9899,元大-淡水,2007-09-26,新北市淡水區中正路67號2、3樓,02-26251966
989A,元大-北投,2007-09-26,台北市北投區北投路2段13號3樓,02-28961212
989a,元大-苑裡,2007-09-26,苗栗縣苑裡鎮客庄里新興路31之8號及31之9號,037869779
989B,元大-台中中港,2007-09-26,臺中市西區臺灣大道2段489號10樓之2,04-23289000
989C,元大-板橋,2007-09-26,新北市板橋區中山路1段10號6樓,02-29638000
989d,元大-北屯,2007-09-26,臺中市北屯區崇德路3段115號2樓,04-22389555
989D,元大-左營,2007-09-26,高雄市左營區左營大路158號3、4樓,07-5878899
989e,元大-中和,2007-09-26,新北市中和區中和路102號5樓,02-22452299
989E,元大-草屯,2007-09-26,南投縣草屯鎮中興路88號2樓,049-2354506
989f,元大-東港,2007-09-26,屏東縣東港鎮中正路227號2樓,08-8338558
989F,元大-高雄,2007-09-26,高雄市三民區民族一路462號2樓,07-3855678
989g,元大-嘉義,2007-09-26,嘉義市西區林森西路173號3樓,05-2237666
989G,元大-大同,2007-09-26,台北市大同區南京西路66號2樓,02-25598585
989I,元大-蘆洲中正,2007-09-26,新北市蘆洲區光華路11號2樓,02-22891199
989J,元大-彰化民生,2007-09-26,彰化縣彰化市中正路1段292號、296號,04-7261988
989j,元大-樹林,2007-09-26,新北市樹林區中山路1段99號3、4樓,02-26759585
989k,元大-古亭,2007-09-26,台北市羅斯福路3段37號2樓,02-23698877
989L,元大-成功,2007-09-26,桃園市成功路1段32號9樓,03-3353399
989m,元大-信義,2007-09-26,台北市忠孝東路5段293號2樓部分,02-87878732
989N,元大-內湖,2007-09-26,台北市內湖區成功路4段166號地下1樓部分及168號3樓,02-27933636
989P,元大-敦南,2007-09-26,台北市敦化南路1段225號2樓、2樓之2,02-27752121
989Q,元大-汐止,2007-09-26,新北市汐止區新台五路1段159號4樓,02-26482277
989S,元大-鹿港,2007-09-26,彰化縣鹿港鎮公園一路88號,04-7751211
989U,元大-大甲,2007-09-26,臺中市大甲區中山路1段833之1號,04-26883399
989V,元大-北三重,2007-09-26,新北市三重區正義北路195號2樓,02-29713311
989W,元大-豐原站前,2007-09-26,臺中市豐原區三豐路1段43號3樓,04-25204888
989X,元大-民生,2007-09-26,台北市松山區民生東路5段165地下之4號,02-87872118
989Y,元大-基隆,2007-09-26,基隆市中正區義一路130號2樓,02-24246688
989z,元大-國際證券,2014-04-18,臺北市中山區南京東路2段77號7樓部分,02-2718-1234
989Z,元大-小港,2007-09-26,高雄市小港區漢民路381號8樓,07-8020068
9A00,永豐金,1988-11-08,台北市重慶南路1段2號7樓、18樓、19樓部分及20樓,02-2311-4345
9A61,永豐金-鳳山,1995-03-25,高雄市鳳山區保泰路310號,07-726-3000
9A69,永豐金-屏東,1998-07-21,屏東縣屏東市中正路125號4樓,08-765-5457
9A79,永豐金-埔里,2016-09-26,南投縣埔里鎮中正路479號,049-298-9988
9A88,永豐金-國際證券,2014-05-14,台北市重慶南路1段2號7樓、18樓及20樓,23114345
9A89,永豐金-敦北,2016-03-28,台北市敦化北路88號9樓之1、10樓之1、10樓之2,02-81615000
9A8F,永豐金-敦南,2002-07-22,台北市安和路2段187號地下1樓,02-2377-8355
9A91,永豐金-松山,1998-01-03,台北市松山路130號2樓,02-2766-3315
9A92,永豐金-萬盛,2000-08-28,台北市松江路129號2樓、2樓之1、2樓之4及3樓,02-2501-1451
9A97,永豐金-新竹,1996-05-01,新竹市中正路129號4樓、5樓,03-526-8198
9A98,永豐金-大園,2000-08-28,桃園市大園區大園村中山北路102號2樓、100巷1號3樓及102號3樓,03-385-3998
9A99,永豐金-中壢,2000-08-28,桃園市中壢區延平路370號3樓、372號3樓,03-422-4800
9A9A,永豐金-羅東,2000-05-09,宜蘭縣羅東鎮公正路87號,03-956-7181
9A9a,永豐金-苓雅,2002-07-22,高雄市前鎮區中山二路260號20樓之1,07-537-5800
9A9B,永豐金-中和,2000-07-26,新北市中和區中和路370號,02-2231-3453
9A9b,永豐金-虎尾,2007-08-10,雲林縣虎尾鎮新生路136號3樓,05-636-5288
9A9C,永豐金-員林,1995-04-08,彰化縣員林市大同路1段338號5樓,04-836-7338
9A9c,永豐金-永康,1998-01-28,台南市永康區中華路423號2樓,06-302-5982
9A9d,永豐金-古亭,2004-03-29,臺北市南昌路1段110號3樓,02-2321-8345
9A9D,永豐金-忠孝,2000-08-28,台北市忠孝東路4段280號2樓,02-2771-6588
9A9e,永豐金-高雄,1993-01-06,高雄市中正一路284號2、3樓,07-723-2800
9A9g,永豐金-內湖,2002-08-27,台北市內湖路1段49號1樓、2樓,02-2657-1998
9A9G,永豐金-天母,2000-11-06,台北市忠誠路1段60號2樓及62號2樓,02-8866-1992
9A9h,永豐金-台南,1995-03-18,台南市西門路1段655號4樓,06-224-9998
9A9H,永豐金-新莊,1998-11-16,新北市新莊區中港路338號,02-8992-2118
9A9i,永豐金-新店,2002-10-09,新北市新店區北新路二段252號2樓、2樓之1、2樓之2、2樓之3及262號3樓之2,02-2911-6395
9A9j,永豐金-嘉義,1997-09-19,嘉義市中山路386號3樓,05-229-1345
9A9J,永豐金-板新,2002-07-22,新北市板橋區文化路二段246號,02-2253-3458
9A9K,永豐金-三重,2000-08-28,新北市三重區中正北路110號,02-2981-0112
9A9L,永豐金-台中,1992-12-16,台中市西區臺灣大道一段728號七樓,04-2202-2940
9A9M,永豐金-南投,1997-11-04,南投縣南投市文昌街45號1、2樓,049-220-1932
9A9N,永豐金-桃盛,2000-08-28,桃園市南平路370號3樓,03-357-5585
9A9P,永豐金-竹北,2000-08-28,新竹縣竹北市縣政九路145號2樓之1、145號2樓之2、147號2樓及145號4樓之1,03-553-8388
9A9q,永豐金-潮州,1993-01-06,屏東縣潮州鎮中正路38之1號,08-789-0122
9A9Q,永豐金-豐原,1995-11-29,台中市豐原區信義街67巷15號2樓,04-2528-2188
9A9R,永豐金-信義,2000-08-28,台北市信義路4段189號2樓、2樓之1,02-2705-6588
9A9r,永豐金-北高雄,1995-04-01,高雄市鼓山區龍德路473號3樓,07-555-0455
9A9S,永豐金-南京,2002-07-22,台北市南京東路3段36號2樓,02-2508-2335
9A9s,永豐金-彰化,1996-05-01,彰化市民族路532號5、6樓,04-722-4976
9A9U,永豐金-中正,2002-07-22,台北市中山區長安東路1段23號3樓之1(部份)、3樓之3及3樓之5,02-2531-3135
9A9W,永豐金-市政,2002-07-22,台中市西屯區市政路402號4樓之5、4樓之6、5.樓之2、5樓之3及17樓之5,04-2254-8935
9A9x,永豐金-桃園,1995-12-01,桃園市南華街77號3樓之1、3樓之2,03-335-2581
9A9X,永豐金-竹科,2002-07-22,新竹市東區光復路2段289號4樓,03-575-2000
9A9Y,永豐金-板盛,2000-08-28,新北市板橋區中山路一段180號2樓及182號2樓,02-2958-6918
9A9Z,永豐金-復興,2000-11-06,台北市敦化北路205號4樓(部分),02-2502-8588
